Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,Has_CreditCard,LoanAmount,Loan_Amount_Term,Owns_House,Property_Area,Loan_Status
Female,Yes,2,Not Graduate,No,58941.0,9715.0,Yes,217,60,0,Rural,N
Other,Yes,1,Not Graduate,No,64295.0,3692.0,Yes,66,360,1,Urban,Y
Male,Yes,3,Graduate,Yes,46252.0,3049.0,Yes,571,360,1,Rural,Y
Other,No,1,Graduate,Yes,52917.0,27897.0,Yes,556,120,0,Rural,Y
Male,No,3,Not Graduate,No,24399.0,27882.0,Yes,523,240,0,Semiurban,N
Female,No,2,Graduate,No,5496.0,23968.0,Yes,592,120,1,Urban,N
Other,Yes,2,Graduate,Yes,33985.0,39866.0,Yes,355,300,0,Urban,N
Male,No,1,Graduate,Yes,24434.0,48378.0,Yes,428,300,1,Semiurban,N
Other,No,2,Not Graduate,No,16390.0,28750.0,Yes,94,180,1,Semiurban,N
Male,Yes,0,Graduate,No,51577.0,11590.0,Yes,256,120,0,Semiurban,N
Male,No,1,Not Graduate,No,54933.0,43374.0,Yes,471,360,1,Urban,N
Male,No,3,Not Graduate,No,18479.0,32451.0,Yes,188,60,1,Semiurban,Y
Female,No,0,Graduate,Yes,31224.0,28354.0,Yes,441,300,1,Semiurban,Y
Male,No,3,Not Graduate,Yes,53351.0,19990.0,Yes,433,300,1,Urban,Y
Other,Yes,2,Graduate,Yes,19173.0,6669.0,Yes,498,360,0,Urban,N
Other,Yes,0,Graduate,Yes,42800.0,16773.0,Yes,252,360,1,Semiurban,Y
Male,No,2,Graduate,No,30424.0,15648.0,Yes,59,60,1,Rural,N
Male,Yes,1,Graduate,Yes,25707.0,4616.0,Yes,399,300,1,Rural,Y
Other,No,3,Not Graduate,No,73224.0,9867.0,Yes,125,120,1,Semiurban,Y
Female,No,2,Not Graduate,No,15854.0,42737.0,Yes,266,120,1,Semiurban,N
Male,No,3,Not Graduate,Yes,6681.0,252.0,Yes,341,360,1,Rural,N
Male,No,3,Graduate,Yes,24613.0,32482.0,Yes,53,240,0,Urban,N
Other,No,2,Not Graduate,Yes,22879.0,8052.0,Yes,427,300,0,Rural,Y
Male,No,1,Not Graduate,Yes,9078.0,19550.0,Yes,655,180,0,Rural,N
Female,Yes,3,Graduate,Yes,48461.0,42674.0,Yes,87,300,1,Urban,N
Other,Yes,2,Graduate,Yes,55314.0,43010.0,Yes,637,120,0,Semiurban,N
Male,No,1,Not Graduate,No,30941.0,33463.0,Yes,344,120,0,Urban,N
Other,Yes,2,Graduate,No,4416.0,22307.0,Yes,138,180,0,Semiurban,N
Male,No,1,Not Graduate,No,28425.0,43532.0,Yes,324,120,0,Semiurban,N
Male,Yes,3,Graduate,Yes,11507.0,7865.0,Yes,563,180,0,Rural,N
Male,Yes,0,Graduate,No,63587.0,44628.0,Yes,199,120,0,Urban,N
Female,Yes,2,Not Graduate,Yes,16573.0,12705.0,Yes,655,60,1,Semiurban,N
Female,No,3,Graduate,Yes,61851.0,46057.0,Yes,362,180,1,Urban,Y
Other,Yes,2,Graduate,No,31698.0,31786.0,Yes,149,240,0,Semiurban,N
Male,No,2,Graduate,No,45478.0,37422.0,Yes,308,300,1,Urban,Y
Male,No,1,Not Graduate,Yes,64494.0,13218.0,Yes,328,120,0,Urban,Y
Female,No,2,Not Graduate,Yes,21318.0,44237.0,Yes,53,360,0,Semiurban,N
Male,Yes,1,Not Graduate,No,41719.0,24273.0,Yes,461,180,1,Urban,Y
Female,Yes,3,Graduate,No,72880.0,29792.0,Yes,639,180,0,Semiurban,N
Other,No,3,Graduate,No,22006.0,43874.0,Yes,568,120,1,Urban,N
Male,No,0,Graduate,No,12048.0,15507.0,Yes,50,300,1,Rural,Y
Male,Yes,3,Not Graduate,No,38055.0,46151.0,Yes,649,360,1,Urban,N
Female,No,2,Not Graduate,Yes,20909.0,10456.0,Yes,467,180,1,Semiurban,N
Male,Yes,0,Graduate,No,34335.0,43840.0,Yes,229,180,0,Semiurban,N
Male,Yes,1,Not Graduate,Yes,37184.0,11899.0,Yes,59,180,0,Semiurban,N
Female,Yes,0,Not Graduate,Yes,63823.0,32244.0,Yes,424,60,1,Urban,Y
Other,Yes,2,Not Graduate,No,22992.4,48989.0,Yes,695,180,1,Rural,Y
Other,No,2,Graduate,No,70330.0,23584.0,Yes,501,360,0,Rural,N
Female,Yes,3,Not Graduate,No,30641.0,11020.0,Yes,159,180,0,Semiurban,N
Female,Yes,1,Not Graduate,Yes,71256.0,32983.0,Yes,174,60,0,Semiurban,N
Female,Yes,2,Not Graduate,No,42563.0,6244.0,Yes,350,360,1,Semiurban,Y
Female,Yes,1,Not Graduate,No,55828.0,32947.0,Yes,152,180,0,Semiurban,N
Other,Yes,1,Graduate,Yes,9369.0,48460.0,Yes,672,240,1,Semiurban,Y
Other,Yes,3,Not Graduate,Yes,44312.0,40423.0,Yes,119,360,0,Semiurban,N
Female,No,0,Not Graduate,No,8826.0,16760.0,Yes,159,240,1,Rural,N
Male,No,1,Graduate,No,5192.0,8045.0,Yes,273,360,0,Rural,N
Female,No,2,Not Graduate,No,22920.0,18211.0,Yes,273,60,1,Rural,Y
Male,No,1,Graduate,Yes,26683.0,24156.0,Yes,680,120,1,Urban,N
Female,Yes,2,Graduate,Yes,28692.0,23961.0,Yes,263,180,1,Rural,Y
Female,No,3,Graduate,No,12409.0,44186.0,Yes,597,120,1,Semiurban,N
Other,No,0,Graduate,No,17795.0,18711.0,Yes,392,360,1,Urban,N
Male,No,3,Not Graduate,No,62572.0,26078.0,Yes,406,120,0,Semiurban,Y
Male,Yes,1,Not Graduate,Yes,24735.0,13510.0,Yes,488,180,0,Semiurban,N
Other,No,2,Graduate,Yes,47036.0,29520.0,Yes,305,180,0,Urban,N
Other,No,1,Not Graduate,Yes,56387.0,25328.0,Yes,531,360,0,Semiurban,N
Other,Yes,1,Graduate,No,15021.0,23968.0,Yes,453,360,0,Semiurban,N
Other,No,1,Not Graduate,No,72650.0,24825.0,Yes,91,240,0,Urban,N
Male,No,0,Graduate,Yes,12740.0,7272.0,Yes,78,120,1,Semiurban,N
Female,Yes,2,Not Graduate,Yes,58554.0,35588.0,Yes,252,240,1,Rural,Y
Female,No,1,Graduate,Yes,16319.0,37504.0,Yes,610,120,0,Semiurban,N
Other,No,2,Not Graduate,No,8242.0,39238.0,Yes,376,180,1,Semiurban,N
Other,No,0,Not Graduate,No,49169.0,25465.0,Yes,103,360,1,Semiurban,Y
Other,Yes,2,Not Graduate,Yes,66711.0,46883.0,Yes,539,120,1,Urban,Y
Female,No,2,Graduate,No,32407.0,44962.0,Yes,466,300,1,Rural,Y
Female,Yes,0,Graduate,No,56504.0,30642.0,Yes,409,180,0,Semiurban,Y
Female,Yes,1,Graduate,Yes,24312.0,6520.0,Yes,598,60,0,Rural,N
Female,Yes,2,Not Graduate,Yes,15988.0,20270.8,Yes,254,180,0,Semiurban,N
Female,Yes,3,Graduate,Yes,69234.0,44046.0,Yes,329,240,0,Urban,N
Female,No,2,Graduate,Yes,68973.0,49027.0,Yes,104,300,1,Rural,Y
Female,No,1,Graduate,Yes,18995.0,19127.0,Yes,272,180,0,Urban,N
Other,No,3,Not Graduate,No,12876.0,4576.0,Yes,157,300,1,Rural,Y
Other,Yes,1,Not Graduate,Yes,21537.0,7183.0,Yes,651,360,0,Rural,N
Other,No,2,Not Graduate,No,58160.0,10814.0,Yes,558,60,1,Rural,Y
Female,Yes,1,Graduate,Yes,25538.8,48406.0,Yes,556,240,1,Urban,N
Male,Yes,1,Not Graduate,Yes,13031.0,11596.0,Yes,220,240,1,Semiurban,N
Female,No,0,Graduate,No,65745.0,15544.0,Yes,317,120,0,Semiurban,N
Other,Yes,1,Graduate,No,69883.0,35864.0,Yes,229,360,1,Rural,Y
Female,No,2,Graduate,Yes,73544.0,24574.0,Yes,119,360,0,Urban,Y
Other,No,2,Not Graduate,No,58237.0,1085.0,Yes,79,300,0,Semiurban,N
Female,Yes,2,Graduate,Yes,27553.0,30689.0,Yes,168,240,0,Semiurban,N
Other,Yes,0,Graduate,Yes,7868.0,36497.0,Yes,559,240,1,Rural,N
Male,No,2,Graduate,No,6960.0,20712.0,Yes,509,240,1,Semiurban,Y
Male,Yes,2,Graduate,Yes,66953.0,1487.0,Yes,687,360,1,Semiurban,Y
Male,Yes,3,Not Graduate,No,12944.0,8540.0,Yes,507,240,1,Semiurban,N
Female,No,3,Not Graduate,No,71041.0,40221.0,Yes,616,120,1,Semiurban,Y
Male,No,3,Graduate,Yes,57248.0,24989.0,Yes,88,180,1,Semiurban,Y
Female,Yes,1,Not Graduate,Yes,26759.0,15955.0,Yes,311,240,1,Semiurban,N
Male,No,1,Graduate,No,21121.0,27029.0,Yes,233,120,1,Urban,N
Male,Yes,3,Graduate,Yes,48129.0,44412.0,Yes,569,120,1,Semiurban,Y
Female,Yes,0,Not Graduate,Yes,53189.0,40105.0,Yes,577,180,0,Rural,N
Female,No,0,Graduate,No,43419.4,46369.0,Yes,435,360,1,Rural,Y
Male,Yes,3,Not Graduate,Yes,8760.0,7102.0,Yes,625,240,0,Urban,N
Female,Yes,1,Graduate,No,36126.0,1009.0,Yes,302,60,1,Semiurban,N
Male,Yes,1,Not Graduate,No,33961.0,20766.0,Yes,60,120,1,Urban,Y
Female,No,0,Not Graduate,Yes,36844.0,23089.0,Yes,649,120,0,Urban,N
Other,No,2,Graduate,No,17088.0,8973.0,Yes,260,180,1,Rural,Y
Other,No,0,Not Graduate,Yes,10236.0,3079.0,Yes,565,60,1,Rural,N
Other,Yes,2,Graduate,No,57967.0,20836.0,Yes,692,120,1,Urban,Y
Other,Yes,1,Not Graduate,Yes,54454.0,12167.0,Yes,409,240,1,Semiurban,Y
Other,No,1,Graduate,No,48060.0,2186.0,Yes,117,360,1,Rural,Y
Male,No,3,Not Graduate,No,45564.0,44279.0,Yes,476,120,0,Semiurban,N
Other,No,1,Not Graduate,Yes,36843.0,46620.0,Yes,58,360,0,Semiurban,N
Other,Yes,2,Not Graduate,Yes,23432.0,9398.0,Yes,586,120,0,Urban,Y
Other,No,0,Graduate,Yes,17433.0,4518.0,Yes,626,120,0,Urban,Y
Other,Yes,3,Not Graduate,Yes,30808.0,45452.0,Yes,665,240,0,Semiurban,Y
Female,No,2,Graduate,Yes,39245.0,49456.0,Yes,115,360,0,Rural,N
Male,Yes,0,Not Graduate,Yes,65222.0,36222.0,Yes,222,60,0,Rural,Y
Other,No,0,Graduate,Yes,17702.0,38117.0,Yes,91,240,0,Rural,Y
Other,Yes,1,Not Graduate,Yes,67211.0,33618.0,Yes,253,360,1,Semiurban,Y
Male,No,0,Graduate,No,47185.0,22111.0,Yes,204,360,1,Rural,Y
Female,Yes,1,Graduate,Yes,48707.0,29037.6,Yes,572,360,0,Rural,Y
Male,Yes,0,Graduate,No,5416.0,19939.0,Yes,511,300,0,Urban,N
Female,No,0,Graduate,Yes,35671.0,48819.0,Yes,127,240,0,Rural,N
Other,Yes,1,Graduate,Yes,70678.0,7540.0,Yes,153,300,0,Urban,N
Other,No,1,Not Graduate,No,3207.0,19533.0,Yes,327,120,1,Rural,N
Male,No,2,Graduate,No,53790.0,47430.0,Yes,698,180,1,Urban,Y
Male,No,0,Not Graduate,Yes,24511.0,3347.0,Yes,106,300,0,Semiurban,N
Female,Yes,1,Graduate,No,27711.0,48479.0,Yes,388,120,1,Rural,Y
Female,Yes,2,Graduate,Yes,51014.0,33192.4,Yes,323,300,1,Urban,Y
Male,Yes,2,Not Graduate,No,28746.0,29877.0,Yes,482,360,1,Rural,N
Female,No,1,Not Graduate,Yes,31332.6,16888.0,Yes,659,180,1,Semiurban,Y
Male,No,0,Graduate,No,33392.0,29278.0,Yes,440,180,0,Semiurban,N
Female,Yes,2,Graduate,Yes,47531.0,7765.0,Yes,391,60,1,Semiurban,N
Male,Yes,0,Not Graduate,No,25759.0,30084.0,Yes,309,120,0,Semiurban,N
Male,No,0,Not Graduate,Yes,64586.0,36174.0,Yes,223,60,1,Rural,Y
Male,Yes,2,Graduate,No,48772.0,43664.0,Yes,244,300,1,Semiurban,Y
Female,No,1,Graduate,Yes,13797.0,31991.0,Yes,490,300,1,Rural,N
Female,Yes,0,Graduate,Yes,62727.0,44724.0,Yes,321,300,0,Semiurban,N
Female,No,3,Not Graduate,Yes,52269.0,47634.0,Yes,356,120,1,Rural,Y
Male,Yes,1,Graduate,No,45500.0,5257.0,Yes,357,300,0,Semiurban,N
Female,Yes,2,Not Graduate,No,22986.0,34347.0,Yes,698,180,1,Semiurban,N
Female,No,3,Not Graduate,No,21320.0,49072.0,Yes,644,180,0,Urban,N
Male,No,0,Graduate,No,39951.0,49465.0,Yes,605,240,0,Semiurban,N
Other,No,1,Graduate,No,43694.0,37083.0,Yes,256,300,0,Rural,N
Male,Yes,3,Not Graduate,Yes,45612.0,35455.0,Yes,166,300,0,Urban,Y
Female,No,1,Graduate,No,56723.0,38291.0,Yes,54,60,1,Semiurban,Y
Male,No,0,Graduate,Yes,41569.0,9910.0,Yes,548,180,0,Semiurban,N
Other,Yes,1,Not Graduate,Yes,56542.0,30604.0,Yes,675,180,1,Urban,Y
Male,No,3,Graduate,Yes,24199.0,20883.0,Yes,350,360,1,Rural,Y
Female,No,1,Not Graduate,Yes,74036.0,28202.0,Yes,474,360,0,Urban,N
Other,No,2,Not Graduate,Yes,32666.0,31656.0,Yes,139,240,0,Urban,N
Female,Yes,2,Graduate,No,8402.0,24111.0,Yes,77,180,0,Semiurban,N
Other,Yes,3,Not Graduate,Yes,40549.0,41783.0,Yes,593,240,0,Rural,N
Other,Yes,1,Not Graduate,No,18515.0,37083.0,Yes,266,300,1,Rural,N
Male,No,3,Graduate,Yes,67598.0,35182.0,Yes,120,300,1,Urban,Y
Male,Yes,1,Not Graduate,Yes,15099.0,13271.0,Yes,79,180,0,Urban,N
Female,No,0,Graduate,No,25097.0,38574.0,Yes,305,120,0,Semiurban,N
Male,No,2,Not Graduate,No,73719.0,49139.0,Yes,445,240,0,Semiurban,N
Male,No,0,Not Graduate,Yes,56366.0,27679.0,Yes,570,120,1,Urban,Y
Other,Yes,1,Not Graduate,Yes,23463.0,11258.0,Yes,372,300,1,Urban,Y
Male,Yes,0,Not Graduate,Yes,52094.0,1759.0,Yes,419,60,0,Rural,N
Other,No,3,Not Graduate,No,19696.0,35893.0,Yes,205,240,1,Urban,Y
Other,No,3,Not Graduate,No,11354.0,28628.0,Yes,263,300,1,Semiurban,Y
Female,Yes,2,Graduate,No,48348.0,18665.0,Yes,454,180,1,Rural,Y
Female,Yes,3,Not Graduate,No,24880.0,37997.0,Yes,662,360,1,Rural,N
Female,No,2,Graduate,No,73304.0,11226.0,Yes,59,240,0,Rural,N
Other,Yes,1,Not Graduate,No,26951.0,47982.0,Yes,329,360,1,Rural,N
Female,Yes,2,Not Graduate,No,36166.0,17507.0,Yes,330,60,0,Rural,Y
Female,Yes,1,Graduate,No,58782.0,5831.0,Yes,139,240,0,Semiurban,N
Male,No,0,Graduate,No,63930.0,1234.0,Yes,178,120,0,Rural,N
Female,Yes,1,Graduate,Yes,20431.0,40338.0,Yes,358,180,0,Semiurban,Y
Female,No,0,Not Graduate,No,21326.0,5956.0,Yes,534,120,1,Semiurban,Y
Other,No,1,Graduate,No,30706.0,49826.0,Yes,156,60,0,Rural,N
Other,No,3,Not Graduate,Yes,36007.0,27278.0,Yes,554,300,0,Rural,N
Other,Yes,3,Not Graduate,No,42232.0,18689.0,Yes,332,180,1,Semiurban,Y
Other,Yes,2,Graduate,No,36439.0,1268.0,Yes,156,360,1,Semiurban,Y
Other,Yes,1,Not Graduate,No,54771.0,21481.0,Yes,204,240,1,Rural,Y
Other,No,1,Graduate,No,27303.0,19605.0,Yes,281,180,0,Semiurban,Y
Female,Yes,1,Graduate,Yes,76323.4,21103.0,Yes,498,300,0,Urban,Y
Other,No,2,Graduate,No,60745.0,4194.0,Yes,429,120,1,Urban,Y
Other,Yes,3,Graduate,Yes,54258.0,29798.0,Yes,382,300,1,Semiurban,Y
Male,Yes,1,Not Graduate,No,23532.0,28370.0,Yes,645,360,1,Semiurban,N
Female,Yes,2,Not Graduate,No,12334.0,28654.0,Yes,125,240,0,Semiurban,Y
Female,Yes,1,Graduate,No,40892.0,10251.0,Yes,310,240,1,Urban,Y
Female,No,0,Graduate,No,31484.0,17633.0,Yes,386,360,0,Semiurban,Y
Other,No,1,Not Graduate,Yes,31831.0,4029.0,Yes,279,240,0,Rural,N
Other,No,0,Not Graduate,Yes,26665.0,2860.0,Yes,270,180,1,Urban,Y
Other,No,2,Graduate,Yes,32205.0,3513.0,Yes,447,180,0,Semiurban,N
Male,Yes,2,Not Graduate,Yes,46468.0,35987.0,Yes,461,360,1,Urban,Y
Other,No,3,Not Graduate,Yes,64725.0,41138.0,Yes,679,360,0,Urban,N
Male,No,1,Not Graduate,No,69564.0,48134.0,Yes,678,300,0,Urban,Y
Female,No,2,Not Graduate,Yes,13368.0,4930.0,Yes,450,240,1,Rural,N
Other,Yes,3,Graduate,Yes,24435.0,4677.0,Yes,547,60,1,Rural,N
Male,No,1,Not Graduate,No,40362.0,5472.0,Yes,665,120,1,Rural,Y
Male,No,2,Graduate,Yes,16394.0,39476.0,Yes,223,360,1,Urban,Y
Other,Yes,0,Graduate,No,50753.0,24225.0,Yes,350,300,0,Semiurban,N
Female,Yes,2,Graduate,Yes,57428.0,13728.0,Yes,152,360,0,Urban,N
Female,No,0,Not Graduate,No,46038.0,46684.0,Yes,570,360,1,Semiurban,Y
Female,No,3,Not Graduate,Yes,59138.0,24214.0,Yes,213,180,1,Semiurban,Y
Male,Yes,3,Graduate,No,12880.0,46649.0,Yes,54,60,0,Rural,N
Male,No,1,Not Graduate,Yes,23815.0,12483.0,Yes,650,240,0,Semiurban,N
Male,Yes,1,Graduate,Yes,53298.0,31044.0,Yes,227,60,0,Semiurban,N
Male,No,1,Graduate,No,28440.0,35297.0,Yes,76,360,0,Rural,N
Female,No,3,Not Graduate,No,9514.0,26831.0,Yes,210,240,1,Semiurban,Y
Other,No,0,Not Graduate,No,40668.0,9127.0,Yes,164,300,1,Rural,Y
Male,No,1,Not Graduate,Yes,48369.0,25532.0,Yes,427,360,1,Urban,Y
Male,No,1,Graduate,No,52179.0,2473.0,Yes,146,60,0,Semiurban,N
Female,Yes,3,Graduate,Yes,51069.0,33853.0,Yes,185,120,1,Rural,Y
Other,Yes,0,Not Graduate,No,73885.0,40130.0,Yes,437,60,1,Urban,Y
Other,No,2,Graduate,Yes,69565.0,4662.0,Yes,213,180,1,Urban,Y
Female,No,1,Graduate,No,37764.0,36202.0,Yes,464,120,0,Rural,N
Female,No,2,Graduate,No,53493.0,40496.0,Yes,185,180,1,Semiurban,Y
Other,Yes,2,Not Graduate,Yes,28824.0,2665.0,Yes,207,360,0,Semiurban,N
Male,Yes,1,Not Graduate,No,67544.0,11184.0,Yes,447,60,0,Semiurban,N
Other,Yes,3,Not Graduate,No,51461.0,25677.0,Yes,415,360,1,Semiurban,Y
Female,Yes,1,Graduate,No,21471.0,45942.0,Yes,351,240,0,Rural,N
Male,Yes,0,Not Graduate,Yes,28256.0,8475.0,Yes,398,180,0,Urban,Y
Male,Yes,0,Graduate,Yes,36142.0,29752.0,Yes,443,300,1,Semiurban,Y
Female,Yes,1,Graduate,No,47329.0,37239.0,Yes,373,120,1,Rural,Y
Female,Yes,2,Graduate,No,6045.0,22903.0,Yes,99,60,0,Rural,Y
Female,No,0,Not Graduate,Yes,17728.0,43779.0,Yes,373,300,0,Semiurban,N
Other,Yes,0,Graduate,Yes,32713.0,17171.0,Yes,563,180,1,Semiurban,Y
Other,Yes,1,Not Graduate,No,25659.0,12660.0,Yes,512,300,1,Urban,N
Male,Yes,1,Graduate,Yes,9352.0,42658.0,Yes,124,180,0,Rural,N
Female,Yes,3,Not Graduate,No,69941.0,23289.0,Yes,550,240,0,Rural,N
Male,No,1,Not Graduate,No,44747.0,7988.0,Yes,237,240,0,Urban,N
Male,Yes,1,Not Graduate,Yes,32623.0,39974.0,Yes,178,300,0,Semiurban,N
Male,No,0,Not Graduate,Yes,20716.0,32052.0,Yes,542,300,1,Semiurban,N
Male,No,0,Not Graduate,Yes,15564.0,27256.0,Yes,146,60,0,Semiurban,N
Female,No,0,Not Graduate,Yes,22531.0,34901.0,Yes,414,180,0,Semiurban,N
Male,Yes,2,Not Graduate,Yes,43760.0,45154.0,Yes,550,240,0,Urban,Y
Female,Yes,0,Not Graduate,Yes,6449.0,2421.0,Yes,214,60,0,Rural,N
Female,Yes,0,Graduate,Yes,36777.0,46574.0,Yes,226,300,1,Semiurban,Y
Other,No,1,Graduate,Yes,10279.0,3931.0,Yes,678,60,1,Urban,N
Female,No,3,Graduate,No,47809.0,6025.0,Yes,322,180,1,Urban,N
Other,No,0,Graduate,No,8191.0,41584.0,Yes,376,180,1,Rural,N
Female,No,3,Graduate,Yes,8307.0,39894.0,Yes,448,300,0,Urban,Y
Female,Yes,0,Not Graduate,No,7216.0,26176.0,Yes,612,120,1,Rural,Y
Female,Yes,0,Not Graduate,No,69901.0,47540.0,Yes,460,60,1,Semiurban,Y
Other,Yes,3,Not Graduate,No,64743.0,29357.0,Yes,113,360,0,Rural,Y
Other,No,1,Not Graduate,No,12127.0,45305.0,Yes,496,180,0,Semiurban,N
Male,No,0,Not Graduate,No,38536.0,37273.0,Yes,390,240,0,Semiurban,Y
Other,Yes,3,Graduate,Yes,3495.0,23265.0,Yes,278,60,0,Semiurban,N
Other,Yes,0,Graduate,Yes,72128.0,42369.0,Yes,554,360,0,Urban,N
Other,No,2,Not Graduate,Yes,70768.0,44827.0,Yes,678,180,1,Urban,Y
Other,Yes,2,Graduate,Yes,64362.0,13395.0,Yes,299,60,1,Urban,Y
Male,Yes,2,Graduate,Yes,43816.0,29161.0,Yes,119,120,1,Semiurban,Y
Other,No,2,Not Graduate,Yes,22319.0,43930.0,Yes,561,360,0,Urban,Y
Female,No,1,Not Graduate,No,46520.6,43547.0,Yes,394,240,0,Semiurban,N
Female,No,2,Graduate,Yes,16000.0,798.0,Yes,596,360,1,Urban,N
Other,Yes,3,Graduate,No,9719.0,3462.0,No,322,60,1,Semiurban,N
Female,Yes,3,Graduate,No,50941.0,46559.0,Yes,394,180,0,Rural,N
Female,Yes,2,Not Graduate,No,42323.0,30666.0,Yes,509,300,1,Semiurban,Y
Male,No,1,Graduate,Yes,60320.0,7449.0,Yes,156,120,0,Rural,N
Female,Yes,2,Graduate,Yes,14419.0,45190.0,Yes,537,360,1,Rural,N
Female,No,2,Not Graduate,Yes,29403.0,30163.0,Yes,93,300,1,Semiurban,N
Other,No,1,Graduate,Yes,31298.0,31080.0,Yes,551,120,1,Urban,Y
Female,Yes,1,Not Graduate,No,40365.0,47672.0,Yes,474,300,1,Urban,Y
Male,Yes,1,Graduate,Yes,49233.0,48242.0,Yes,98,240,1,Rural,N
Female,No,1,Graduate,Yes,73545.0,32953.0,Yes,109,300,0,Semiurban,N
Other,No,1,Not Graduate,No,59360.0,25053.0,Yes,307,180,1,Semiurban,Y
Other,No,1,Graduate,No,64966.0,39799.0,Yes,626,60,1,Semiurban,Y
Female,No,0,Not Graduate,Yes,41056.0,12288.0,Yes,163,300,0,Rural,N
Other,No,2,Not Graduate,Yes,59965.0,27473.0,Yes,398,300,0,Semiurban,N
Male,No,2,Graduate,No,67237.0,27591.0,Yes,447,300,0,Urban,N
Male,Yes,1,Not Graduate,Yes,14195.0,39452.0,Yes,519,300,0,Rural,N
Female,Yes,3,Not Graduate,No,42374.0,28391.0,Yes,64,300,1,Rural,Y
Female,Yes,1,Not Graduate,No,66539.0,9877.0,Yes,598,360,1,Rural,Y
Female,Yes,0,Graduate,Yes,29248.0,25567.0,Yes,187,360,1,Urban,N
Male,Yes,0,Not Graduate,Yes,29226.0,35517.0,Yes,607,240,0,Rural,N
Male,Yes,3,Graduate,Yes,34709.0,32503.0,Yes,667,360,0,Urban,N
Other,No,3,Not Graduate,Yes,45850.0,34300.2,Yes,130,120,0,Urban,Y
Male,Yes,1,Not Graduate,No,43537.0,22946.0,Yes,352,180,1,Urban,N
Female,No,0,Not Graduate,Yes,66458.0,24770.0,Yes,323,300,0,Semiurban,Y
Female,No,3,Graduate,Yes,41314.4,40828.0,Yes,162,300,1,Semiurban,Y
Female,No,0,Graduate,No,28853.0,10494.0,Yes,458,300,1,Rural,N
Male,No,1,Graduate,Yes,24997.0,78.0,Yes,414,240,0,Rural,N
Female,No,1,Graduate,Yes,38870.0,12138.0,Yes,290,240,0,Semiurban,Y
Other,Yes,1,Graduate,Yes,61529.0,17505.0,Yes,138,120,1,Rural,Y
Other,Yes,1,Graduate,No,66371.0,35989.0,Yes,321,300,0,Semiurban,N
Male,Yes,2,Not Graduate,No,53607.0,8977.0,Yes,304,240,1,Semiurban,Y
Other,No,3,Graduate,Yes,61523.0,32593.0,Yes,538,300,0,Rural,N
Other,Yes,2,Graduate,Yes,37114.0,25022.0,Yes,294,360,1,Semiurban,Y
Male,Yes,1,Graduate,Yes,44588.0,4218.0,Yes,148,300,1,Rural,Y
Female,Yes,3,Graduate,No,53366.0,5729.0,Yes,620,120,0,Urban,N
Female,Yes,3,Not Graduate,Yes,32871.0,2723.0,Yes,122,120,1,Urban,Y
Female,No,0,Not Graduate,Yes,70497.0,9773.0,Yes,673,240,0,Semiurban,N
Male,Yes,1,Graduate,Yes,65284.0,49510.0,Yes,337,300,0,Semiurban,Y
Other,No,2,Not Graduate,No,8690.0,1765.0,Yes,260,120,0,Urban,Y
Female,No,0,Graduate,No,18168.0,33572.0,Yes,583,360,0,Urban,Y
Female,Yes,3,Not Graduate,No,48875.0,14067.0,Yes,132,240,0,Semiurban,N
Male,No,2,Graduate,No,73994.0,5649.0,Yes,291,360,0,Urban,N
Female,No,1,Graduate,No,68116.0,19114.0,Yes,61,120,0,Semiurban,N
Male,No,2,Graduate,Yes,13033.0,38759.0,Yes,566,60,1,Urban,Y
Other,No,2,Graduate,Yes,7902.0,29340.0,Yes,165,240,1,Urban,N
Male,No,2,Not Graduate,Yes,4496.0,14539.0,Yes,396,300,1,Semiurban,Y
Male,No,0,Graduate,Yes,37875.0,40593.0,Yes,69,60,0,Semiurban,N
Male,No,3,Not Graduate,No,30664.0,45022.0,Yes,185,180,1,Semiurban,Y
Male,Yes,2,Not Graduate,No,45203.0,32910.0,Yes,495,300,0,Semiurban,N
Other,Yes,3,Not Graduate,Yes,7582.0,28135.0,Yes,487,300,0,Rural,N
Other,No,0,Graduate,No,32482.0,42083.0,Yes,619,360,0,Rural,N
Female,No,1,Not Graduate,Yes,37811.0,33051.0,Yes,222,300,1,Semiurban,N
Other,Yes,1,Not Graduate,No,39144.0,31246.0,Yes,566,180,1,Rural,Y
Other,Yes,2,Not Graduate,Yes,44476.0,16767.0,Yes,208,240,0,Urban,Y
Female,Yes,0,Graduate,Yes,34872.0,28448.0,Yes,454,240,1,Semiurban,N
Other,Yes,1,Not Graduate,Yes,20007.0,19329.0,Yes,561,60,1,Rural,N
Male,No,0,Graduate,No,53199.0,45242.0,Yes,53,180,1,Semiurban,N
Male,No,0,Not Graduate,Yes,53716.0,15367.0,Yes,636,360,1,Urban,Y
Female,Yes,2,Not Graduate,Yes,36264.0,623.0,Yes,153,60,0,Urban,N
Female,Yes,2,Graduate,No,68230.0,33312.0,Yes,422,180,1,Semiurban,Y
Female,Yes,0,Graduate,Yes,30005.0,7586.0,Yes,698,240,0,Rural,N
Male,Yes,0,Not Graduate,No,34475.0,17297.0,Yes,331,60,1,Semiurban,Y
Other,No,2,Graduate,No,19926.0,18927.0,Yes,332,180,1,Semiurban,Y
Male,Yes,0,Not Graduate,No,36683.0,44955.0,Yes,526,360,1,Urban,Y
